50015748;Deutsch;long;HP 51645GE|45SMALL Druckkopfpatrone schwarz, 415 Seiten, Inhalt 21 ml für HP Address Printer/DesignJet 750 C/DeskJet Series 1600/800/720 C/970 C
50064321;Deutsch;long;HP C9351CE|21XL Druckkopfpatrone schwarz High-Capacity, 475 Seiten ISO/IEC 24711, Inhalt 12 ml für HP DeskJet F 370/4135/3910/OfficeJet J 3600/5500/4315
50013647;Deutsch;long;HP C4911A|82 Tintenpatrone cyan, Inhalt 69 ml für HP DesignJet 500/510
50013648;Deutsch;long;HP C4913A|82 Tintenpatrone gelb, Inhalt 69 ml für HP DesignJet 10 PS/500/510
99902374;Deutsch;long;Druckkopfpatrone cyan hell
99902376;Deutsch;long;Druckkopfpatrone grau
99902377;Deutsch;long;Druckkopfpatrone grün
99902379;Deutsch;long;Druckkopfpatrone magenta hell
99902380;Deutsch;long;Druckkopfpatrone rot
99902382;Deutsch;long;Druckkopfpatrone schwarz matt
99902383;Deutsch;long;Druckkopfpatrone gelb
99902453;Deutsch;long;Nylonband mit Nachtränksystem color
99902312;Deutsch;long;Priorität
99901360;Deutsch;long;Druckkopf schwarz
50005110;Deutsch;long;HP C4842AE|10 Tintenpatrone gelb, 1.650 Seiten ISO/IEC 24711, Inhalt 29 ml für HP DeskJet 2000
50004857;Deutsch;long;HP 15352577 Nylonband schwarz für 2762 A/B/2765 A/B/30120 A
50004859;Deutsch;long;HP 17242C Toner blau für 7600
50004861;Deutsch;long;HP 17244Y Toner gelb für 7600
50005064;Deutsch;long;HP C3964A Coating-Kit, 20.000 Seiten für Color LaserJet/LaserJet 5/5 M/LaserJet Color
50004994;Deutsch;long;HP C3104A Toner magenta, 3.000 Seiten/5% für Color LaserJet/LaserJet 5/5 M/LaserJet Color
50004995;Deutsch;long;HP C3105A Toner schwarz, 3.000 Seiten/5% für Color LaserJet/LaserJet 5/5 M/LaserJet Color
50014768;Deutsch;long;HP Gestrichenes Papier  30.5M Papier
50015840;Deutsch;long;HP C9704A Drum Kit, 20.000 Seiten ISO/IEC 19798 für HP Color LaserJet 2500
50021936;Deutsch;long;HP Q5923C Toner magenta, 20.000 Seiten/5% für Color 9850 MFP
50051252;Deutsch;long;HP Q2353A|2242 Druckkopfpatrone blau, Tinte pigmentiert, Inhalt 10 ml für HP Address Printer
99901794;Deutsch;long;Druckkopf magenta hell
99901812;Deutsch;long;Toner magenta
99901814;Deutsch;long;Tonerkartusche gelb
99901815;Deutsch;long;Tonerkartusche magenta
99901817;Deutsch;long;Toner-Kit cyan
99901818;Deutsch;long;Toner-Kit magenta
99901831;Deutsch;long;Toner-Kit schwarz
145200000;Deutsch;long;Verbrauchsmaterial
145400000;Deutsch;long;Zubehör
145120000;Deutsch;long;Laserdrucker
145140000;Deutsch;long;Telefax
145160000;Deutsch;long;Thermotransfer
145180000;Deutsch;long;Schreibmaschine
145210000;Deutsch;long;Laser /Kopierer
145240000;Deutsch;long;Thermotransfer
145250000;Deutsch;long;Foto Kompaktdrucker
145310000;Deutsch;long;Grossformat /LFP
145330000;Deutsch;long;Kleinformat /Foto
145350000;Deutsch;long;Sonstige
145111000;Deutsch;long;Digitalkopierer
145113000;Deutsch;long;Kopierer
145121000;Deutsch;long;Laserdrucker
145123000;Deutsch;long;Multifunktions-Laser
145124000;Deutsch;long;Multifunktions-Farblaser
145132000;Deutsch;long;Multifunktions-InkJet
145134000;Deutsch;long;CD/DVD-InkJetdrucker
145135000;Deutsch;long;Plotter
145137000;Deutsch;long;Frankiermaschine InkJet
145143000;Deutsch;long;Thermopapier-Fax
145144000;Deutsch;long;Thermotransfer Fax
145163000;Deutsch;long;Foto Kompaktdrucker
145172000;Deutsch;long;Rechenmaschine
145173000;Deutsch;long;Kassensystem
145191000;Deutsch;long;Microdrucker
145211000;Deutsch;long;Toner
145214000;Deutsch;long;Transfer
145216000;Deutsch;long;Resttonerbehälter
145218000;Deutsch;long;Reinigung
145221000;Deutsch;long;Druckkopf
145223000;Deutsch;long;Festtinte in Color-Stix
145224000;Deutsch;long;Refill-Kit
145226000;Deutsch;long;Druckkopfbehälter
145228000;Deutsch;long;Scankopf
145231000;Deutsch;long;Farbband /Farbrolle
145234000;Deutsch;long;Typenrad
145241000;Deutsch;long;Thermo-Transfer-Band
145243000;Deutsch;long;Thermo-Transfer Multistrike
145244000;Deutsch;long;Thermo-Transfer-Papier
145246000;Deutsch;long;Thermo-Transfer Seide
145252000;Deutsch;long;Fotokartusche
145262000;Deutsch;long;Faxpapier
145264000;Deutsch;long;Heissschrumpfschlauch
145311000;Deutsch;long;24 Zoll
145313000;Deutsch;long;42 Zoll
145321000;Deutsch;long;DIN A4
145331000;Deutsch;long;DIN A5
145333000;Deutsch;long;10x15
145335000;Deutsch;long;Grußkarten+Umschläge
145211100;Deutsch;long;Toner schwarz
145211300;Deutsch;long;Toner magenta
145211500;Deutsch;long;Toner MultiPack
145212200;Deutsch;long;Drum Unit
145212400;Deutsch;long;Silikonwalze
145213100;Deutsch;long;Entwickler
145213300;Deutsch;long;Master
145214100;Deutsch;long;Transfer-Kit
145214200;Deutsch;long;Transfer-Unit
145214300;Deutsch;long;Transfer-Corona
145214400;Deutsch;long;Transfer-Roller
145217100;Deutsch;long;Fuser Kit
145217200;Deutsch;long;Fixierroller
145217300;Deutsch;long;Fixieröl
145217400;Deutsch;long;Usage Kit
145218100;Deutsch;long;Reinigungseinheit
145218200;Deutsch;long;Reinigungsfilter
145218300;Deutsch;long;Reinigungsfilz
145218400;Deutsch;long;Reinigungskassette
145218500;Deutsch;long;Reinigungsroller
145219100;Deutsch;long;Service-Kit
145219200;Deutsch;long;Collector-Unit
145510000;Deutsch;long;Papiereinzugswalzen
145219300;Deutsch;long;Heftdraht
145219400;Deutsch;long;Ozonfilter
145219500;Deutsch;long;Tonerfeinfilter
145219600;Deutsch;long;Filter-Kit
145219700;Deutsch;long;Sonstige
145221100;Deutsch;long;Druckkopf schwarz /grau
50014541;Deutsch;long;HP C6614DE|20 Druckkopfpatrone schwarz, 460 Seiten ISO/IEC 24711, Inhalt 28 ml für HP DeskJet 610 C/Fax 1040
50015836;Deutsch;long;HP C9700A|121A Toner schwarz, 5.000 Seiten ISO/IEC 19798 für HP Color LaserJet 2500
99902093;Deutsch;long;Anzahl/Blatt
99902094;Deutsch;long;Für Colorlaser
99902096;Deutsch;long;Für Kopierer
99900001;Deutsch;long;Belegdrucker
99900003;Deutsch;long;Festtintendrucker
99900005;Deutsch;long;Farblaserdrucker
99900007;Deutsch;long;InkJetfax
99900009;Deutsch;long;Kassensystem
99900011;Deutsch;long;Laserfax
99900013;Deutsch;long;Multifunktions-InkJet
99900014;Deutsch;long;Multifunktions-Laser
99900017;Deutsch;long;Schreibmaschine
99900018;Deutsch;long;Thermotransfer Drucker
99900020;Deutsch;long;Thermotransfer Fax
99900022;Deutsch;long;Beschriftungsgerät
50005117;Deutsch;long;HP C4872A|80 Tintenpatrone cyan, Inhalt 175 ml für DesignJet 1050 C/C Plus/1055 CM/CM Plus
50004945;Deutsch;long;HP 92274A Tonerkartusche schwarz, 3.350 Seiten ISO/IEC 19752 für LaserJet 4 L/ML/MP/P
50052539;Deutsch;long;HP CC582A|786 Druckkopf gelb / magenta für DesignJet L 65500
50016838;Deutsch;long;HP C5001A|83 Tintenpatrone MultiPack cyan C4941A+C4961A, Inhalt 680 ml für DesignJet 5000 PS UV Printing/UV Printing/5500 PS UV/UV 42 Inch/60 Inch/UV 42 Inch/60 Inch
50020927;Deutsch;long;HP C9424A|85 Druckkopf magenta hell, Inhalt 69 ml für HP DesignJet 30
99901891;Deutsch;long;VE=
99901211;Deutsch;long;Grossformat
99901752;Deutsch;long;Tintenpatrone schwarz hell hell
99901753;Deutsch;long;Tintenpatrone rot
99902351;Deutsch;long;Frankiermaschine InkJet
99902231;Deutsch;long;Heissschrumpfschlauch
99902191;Deutsch;long;Thermo-Transfer-Kit
99902371;Deutsch;long;Druckkopfpatrone blau
99902375;Deutsch;long;Druckkopfpatrone foto
99902378;Deutsch;long;Druckkopfpatrone magenta
99902381;Deutsch;long;Druckkopfpatrone schwarz
50030583;Deutsch;long;HP Leinwand matt  10.7m Leinwand
50030586;Deutsch;long;HP Leinwand  10.7m Leinwand
50030594;Deutsch;long;HP Gestrichenes Papier schwer Papier
50004997;Deutsch;long;HP C3120A Resttonerbehälter, 20.000 Seiten für Color LaserJet/LaserJet 5/5 M/LaserJet Color
50004998;Deutsch;long;HP C8091A Heftdraht, 5.000 Seiten für LaserJet 9000 HNS/L MFP/9040 MFP/9050/9050 DN/MFP/N
50005000;Deutsch;long;HP C5075A|83 Tintenpatrone gelb, UV-Tinte, 1.312 Seiten, Inhalt 680 ml, VE=3 für DesignJet 5000 PS UV Printing/UV Printing/5500 PS UV/UV 42 Inch/60 Inch/UV 42 Inch/60 Inch
50005001;Deutsch;long;HP C3281A Farboption für HP DeskJet Series 500 C
50005060;Deutsch;long;HP C3900A|00A Tonerkartusche schwarz, 8.100 Seiten/5% für LaserJet 4 MV/V
50005082;Deutsch;long;HP C4182X|82X Tonerkartusche schwarz, 20.000 Seiten ISO/IEC 19752 für LaserJet 8100/8100 DN/MFP/N/8150/8150 DN/N
50039248;Deutsch;long;HP C8751A Druckkopfpatrone cyan, 51.000 Seiten, Inhalt 775 ml für CM 8000 Series/8050/8060
50055689;Deutsch;long;HP CD952A Druckkopf rot chrom. Doppelpack, Inhalt 130 ml, VE=2 für DesignJet Z 3200/3200 PS 24 Inch/44 Inch/24 Inch/44 Inch
50023455;Deutsch;long;HP C9430A|84 Tintenpatrone schwarz, Inhalt 3x69ml für HP DesignJet 10 PS/30
50023456;Deutsch;long;HP C9431A|85 Tintenpatrone cyan, Inhalt 28 ml, VE=3 für HP DesignJet 30
50023458;Deutsch;long;HP C9433A|85 Tintenpatrone gelb, Inhalt 69 ml, VE=3 für HP DesignJet 30
50022927;Deutsch;long;HP Q5702C Toner schwarz, 60.000 Seiten/5% für LaserJet 9085 MFP
50016320;Deutsch;long;HP Q1338A|38A Tonerkartusche schwarz, 12.000 Seiten/5% für LaserJet 4200/4200 DTN/DTNS/DTNSL/LN/N/TN
99902072;Deutsch;long;Starter-Kit
99901771;Deutsch;long;Druckkopf blau
99901773;Deutsch;long;Tintenpatrone foto
99901672;Deutsch;long;Nylonband schwarz-rot
99901673;Deutsch;long;Nylonband violett
99901691;Deutsch;long;Correctable-Film schwarz
99901711;Deutsch;long;Toner schwarz
99901712;Deutsch;long;Tonerkartusche schwarz
99901732;Deutsch;long;Druckkopf grau
99901734;Deutsch;long;Tintenpatrone grün
99901736;Deutsch;long;Tintenpatrone schwarz matt
50033525;Deutsch;long;HP C9406A|70 Druckkopf magenta + gelb, Inhalt 130 ml für HP DesignJet Z 2100/3100/3200/5200/PhotoSmart B 9180
50004898;Deutsch;long;HP 51639A|39 Druckkopfpatrone schwarz, 500 Seiten für PaintJet XL 300/300 PS
99900255;Deutsch;long;Assorted Colors
99900258;Deutsch;long;Backprint-Film
99900262;Deutsch;long;Baumwolle
99900273;Deutsch;long;T-Shirt Bügelfolie
99900274;Deutsch;long;Carbonband
99900276;Deutsch;long;Coating-Kit
99900277;Deutsch;long;Collector-Unit
99900282;Deutsch;long;Corona
99900283;Deutsch;long;Correctable-Film
99900284;Deutsch;long;Cover-up-Kassette
99900285;Deutsch;long;Cover-up-Tape
99900287;Deutsch;long;Entwickler
99900288;Deutsch;long;Entwicklereinheit
99900292;Deutsch;long;Druckkopfbehälter
99900297;Deutsch;long;Drum Unit
99900303;Deutsch;long;Ersatzfilm
99900307;Deutsch;long;Farbband
99900311;Deutsch;long;Farboption
99900318;Deutsch;long;Festtinte in Color-Stix
99900319;Deutsch;long;Film
99900326;Deutsch;long;Fotokarte
99900328;Deutsch;long;Fotopapier
99900330;Deutsch;long;Foto Aufkleber
99900331;Deutsch;long;Tintenpatrone foto
99900334;Deutsch;long;Fixierroller
99900339;Deutsch;long;Hochglanzfilm
99900341;Deutsch;long;Hochglanz-Fotopapier
99900348;Deutsch;long;Grußkarten+Umschläge
99900362;Deutsch;long;Spezialpapier
99900365;Deutsch;long;Fotokartusche
99900370;Deutsch;long;Klebefolien für ColorSeal-Farbrolle
99900374;Deutsch;long;Laminat
99900380;Deutsch;long;Lift-off-Kassette
99900382;Deutsch;long;LJ-Etiketten
99900386;Deutsch;long;Maintenance-Kit
99900401;Deutsch;long;Multistrike-Band
99900404;Deutsch;long;Nylonband mit Nachtränksystem
50004955;Deutsch;long;HP 92298A|98A Tonerkartusche schwarz, 6.800 Seiten ISO/IEC 19752 für LaserJet 4/4 M/M Plus/MX/Plus/5/5 M
50033526;Deutsch;long;HP C9407A|70 Druckkopf schwarz Foto + grau hell, Inhalt 130 ml für HP DesignJet Z 2100/3100/3200/5200/PhotoSmart B 9180
50038529;Deutsch;long;HP Hahnemühle Smooth Fine Art Paper Papier
50038542;Deutsch;long;HP Everyday InkJet Paper Papier
50005138;Deutsch;long;HP Glanz-Fotopapier  30.5M Papier
50005076;Deutsch;long;HP C4130X|30X Tonerkartusche schwarz, 10.000 Seiten ISO/IEC 19752, Inhalt VE=48 für LaserJet 5000/5000 DN/GN/N/5000-100/5000-135/5000-50
50021521;Deutsch;long;HP Q3973A|123A Toner magenta, 2.000 Seiten/5% für HP Color LaserJet 2550
50021522;Deutsch;long;HP Q3964A|122A Drum Kit, 20.000 Seiten ISO/IEC 19798 für HP Color LaserJet 2550
50023410;Deutsch;long;HP Q5942A|42A Tonerkartusche schwarz, 10.000 Seiten ISO/IEC 19752 für HP LaserJet 4240/4250
50017296;Deutsch;long;HP C9734A Transfer-Kit, 120.000 Seiten für Color LaserJet 5500/5500 DN/DTN/HDN/N/5550 DTN/HDN
50013704;Deutsch;long;HP C3909X|09X Tonerkartusche schwarz, 17.100 Seiten/5% für LaserJet 5 SI/SI Mopier/MX/NX/8000/8000 DN/MFP
99901737;Deutsch;long;Druckkopf schwarz matt
99901738;Deutsch;long;Thermo-Carbon Band schwarz
99901363;Deutsch;long;Druckkopf gelb
99900025;Deutsch;long;Multifunktions-Farblaser
50005113;Deutsch;long;HP C4846A|80 Tintenpatrone cyan High-Capacity, 4.400 Seiten, Inhalt 350 ml für DesignJet 1050 C/C Plus/1055 CM/CM Plus
50023574;Deutsch;long;HP Gestrichenes Papier  45,7m Papier
50005062;Deutsch;long;HP C3906A|06A Tonerkartusche schwarz, 2.500 Seiten ISO/IEC 19752 für LaserJet 3100/3100 SE/XI/5 L/L FS/Xtra/6 L
50005063;Deutsch;long;HP C3909A|09A Tonerkartusche schwarz, 15.000 Seiten ISO/IEC 19752 für LaserJet 5 SI/SI Mopier/MX/NX/8000/8000 DN/MFP
50005065;Deutsch;long;HP C3965A Entwickler schwarz, 40.000 Seiten ISO/IEC 19798 für Color LaserJet/LaserJet 5/5 M/LaserJet Color
50005066;Deutsch;long;HP C3966A Entwickler color, 40.000 Seiten ISO/IEC 19798 für Color LaserJet/LaserJet 5/5 M/LaserJet Color
50005067;Deutsch;long;HP C3967A Drum Kit, 30.000 Seiten ISO/IEC 19798 für Color LaserJet/LaserJet 5/5 M/LaserJet Color
50005072;Deutsch;long;HP C4096A|96A Tonerkartusche schwarz, 5.000 Seiten ISO/IEC 19752 für LaserJet 2100/2100 M/SE/TN/XI/2200/2200 DT
50005073;Deutsch;long;HP C4127A|27A Tonerkartusche schwarz, 6.000 Seiten ISO/IEC 19752 für LaserJet 4000/4000 N/T/TN/4050/4050 N/SE
50004931;Deutsch;long;HP 92158A Nylonband schwarz für HP 2608 A
50004932;Deutsch;long;HP 92162A Nylonband schwarz, nur Text für HP 2608 A
50004933;Deutsch;long;HP 92162M Nylonband schwarz, OCR / Bar Code für HP 2608 A
50004934;Deutsch;long;HP 92180A Toner schwarz für 2680 A/2685 A/2689 A
50004935;Deutsch;long;HP 92181A Resttonerbehälter für 2680 A/2685 A/2689 A
50004936;Deutsch;long;HP 92182A Drum Kit für 2680 A/2685 A/2689 A
50004937;Deutsch;long;HP 92182D Entwickler für 2680 A/2685 A/2689 A
50004939;Deutsch;long;HP 92230A Nylonband schwarz 18 Yds für 1535-3914/2611 A/2619 A
50005075;Deutsch;long;HP C4129X|29X Tonerkartusche schwarz, 10.000 Seiten ISO/IEC 19752 für LaserJet 5000/5000 DN/GN/N/5000-100/5000-135/5000-50
50058437;Deutsch;long;HP CC583A|786 Druckkopf cyan / schwarz für DesignJet L 65500
50020946;Deutsch;long;HP C4677A Entwickler für 5000 C 30/30 D/40/40 D
50020923;Deutsch;long;HP C9426A|85 Tintenpatrone magenta, Inhalt 28 ml für HP DesignJet 30
50014518;Deutsch;long;HP C5011DE|14 Tintenpatrone schwarz, 830 Seiten, Inhalt 26 ml für HP Color InkJet CP
99901452;Deutsch;long;Master
99900412;Deutsch;long;Normalpapier
99900417;Deutsch;long;Ölträgermanschette
99900421;Deutsch;long;OPC-Magazin
99900424;Deutsch;long;Papier
99900428;Deutsch;long;Pauspapier natur
99900434;Deutsch;long;Polyester
99900437;Deutsch;long;Präsentationspapier
99900444;Deutsch;long;Refill Box
99900445;Deutsch;long;Reinigungseinheit
99900446;Deutsch;long;Reinigungsfilter
99900447;Deutsch;long;Reinigungsfilz
99900448;Deutsch;long;Reinigungskassette
99900449;Deutsch;long;Resttonerbehälter
99900454;Deutsch;long;Scankopf
99900459;Deutsch;long;Seide
99900470;Deutsch;long;Nylonband, Sondertränkung
99900477;Deutsch;long;Sublimationspapier
99900481;Deutsch;long;Thermo-Carbon Band
99900483;Deutsch;long;Thermo-Transfer
99900484;Deutsch;long;Thermo-Transfer-Band
99900486;Deutsch;long;Thermo-Transfer-Kassette
99900487;Deutsch;long;Thermo-Transfer Multistrike
99900489;Deutsch;long;Thermo-Transfer-Rolle
99900490;Deutsch;long;Thermo-Transfer Seide
99900493;Deutsch;long;Tintenpatrone
99900495;Deutsch;long;Toner
99900497;Deutsch;long;Tonerfeinfilter
99900500;Deutsch;long;Toner-Kit
99900503;Deutsch;long;Transfer-Corona
99900504;Deutsch;long;Transfer-Kit
99900506;Deutsch;long;Transparent-Etiketten
99900508;Deutsch;long;Transparentpapier
99900509;Deutsch;long;Trommel/Entwicklereinheit
99900512;Deutsch;long;Velinpapier
99900513;Deutsch;long;Verbrauchsmaterial
50004866;Deutsch;long;HP 17278A Toner schwarz für 7600
50004680;Deutsch;long;HP C5629A Drum Kit, 195.000 Seiten ISO/IEC 19752 für 5000 D 640
50004682;Deutsch;long;HP C4011A Reinigungseinheit für 5000 C 30/30 D/40/40 D
50004953;Deutsch;long;HP 92295Q Ozonfilter, Inhalt VE=2 für LaserJet II/II D/III/33259 A/33440 A/33447 A/33449 A
50015884;Deutsch;long;HP C4804A|12 Tintenpatrone cyan, 3.300 Seiten, Inhalt 55 ml für Business InkJet 3000/3000 DTN/N
50015885;Deutsch;long;HP C4805A|12 Tintenpatrone magenta, 3.300 Seiten, Inhalt 55 ml für Business InkJet 3000/3000 DTN/N
50021518;Deutsch;long;HP Q3963A|122A Toner magenta, 4.000 Seiten/5% für HP Color LaserJet 2550
50023364;Deutsch;long;HP Q5949A|49A Tonerkartusche schwarz, 2.500 Seiten ISO/IEC 19752 für HP LaserJet 1120
50023365;Deutsch;long;HP Q5949X|49X Tonerkartusche schwarz, 6.000 Seiten ISO/IEC 19752 für LaserJet 1320/1320 N/NW/TN/3390/3392
50017556;Deutsch;long;HP Q2613A|13A Tonerkartusche schwarz, 2.500 Seiten/5% für LaserJet 1300/1300 N/T/XI
50017557;Deutsch;long;HP Q2613X|13X Tonerkartusche schwarz, 4.000 Seiten/5% für LaserJet 1300/1300 N/T/XI
50017558;Deutsch;long;HP Q2610A|10A Tonerkartusche schwarz, 6.000 Seiten ISO/IEC 19752 für LaserJet 2300/2300 D/DN/DTN/L/N
50117591;Deutsch;long;HP CE310AD|126A Toner schwarz Doppelpack, 1.200 Seiten ISO/IEC 19798, Inhalt VE=2 für HP LJ Pro CP 1025
50014313;Deutsch;long;HP C7115A|15A Tonerkartusche schwarz, 2.500 Seiten ISO/IEC 19752 für HP LaserJet 1000
50014314;Deutsch;long;HP C8061A|61A Tonerkartusche schwarz, 6.000 Seiten ISO/IEC 19752 für LaserJet 4100/4100 DTN/MFP/N/TN/4101 MFP
99900655;Deutsch;long;Heftdraht
99900658;Deutsch;long;Papiereinzugswalzen
99900684;Deutsch;long;InkJet
50004970;Deutsch;long;HP C1823DE|23 Druckkopfpatrone color, 690 Seiten/5%, Inhalt 3x10ml für HP DeskJet 720 C/810 C
50014542;Deutsch;long;HP C6615NE|15 Druckkopfpatrone schwarz, 310 Seiten, Inhalt 14 ml für HP DeskJet 810 C/840 C/940 C
50021928;Deutsch;long;HP C8767EE|339 Druckkopfpatrone schwarz, 860 Seiten ISO/IEC 24711, Inhalt 21 ml für HP DeskJet 5740/5940/6940/9800/OfficeJet 6310/PhotoSmart B 8350/D 5100/8050/8750
50014535;Deutsch;long;HP C4940A|83 Tintenpatrone schwarz, UV-Tinte, Inhalt 680 ml für DesignJet 5000 PS UV Printing/UV Printing/5500 PS UV/UV 42 Inch/60 Inch/UV 42 Inch/60 Inch
50016220;Deutsch;long;HP 92282P Resttonerbehälter für HP LaserJet 2000
50014055;Deutsch;long;HP C3209A Nylonband schwarz OCR/barcode, Inhalt VE=6 für Linejet LPQ 475/500/800/1000 Q/1500 Q/500/500 Q
50015838;Deutsch;long;HP C9702A|121A Toner gelb, 4.000 Seiten ISO/IEC 19798 für HP Color LaserJet 2500
50137387;Deutsch;long;HP CF341A|126A Toner Rainbow-Kit (c,m,y), 1.000 Seiten ISO/IEC 19798, Inhalt VE=3 für HP LJ Pro CP 1025
99900688;Deutsch;long;Thermotransfer
99900690;Deutsch;long;Telefax
99900692;Deutsch;long;Transfer
99900694;Deutsch;long;Correctable
99900698;Deutsch;long;Laser
99900704;Deutsch;long;P-Touch
99900712;Deutsch;long;Transfer-Roller
99900023;Deutsch;long;CD/DVD-InkJetdrucker
99901571;Deutsch;long;Service-Kit
99901213;Deutsch;long;Normalformat
99901275;Deutsch;long;Beschichtungsrolle
50040043;Deutsch;long;HP C6602R Druckkopfpatrone rot, Inhalt 18 ml für HP Addmaster IJ 6000
